Case Number,Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude,removal_reason
JG110087,2020-09-22 10:04:21,BATTERY,BATTERY - DETAIL,CTA PLATFORM,False,18,,,null_coordinates
JE407116,2023-06-19 12:30:22,NARCOTICS,NARCOTICS - DETAIL,SIDEWALK,True,8,,,null_coordinates
JD532373,2021-12-09 23:33:17,ROBBERY,ROBBERY - DETAIL,CTA PLATFORM,False,17,,,null_coordinates
JH119846,2021-08-29 07:18:27,THEFT,THEFT - DETAIL,SIDEWALK,False,24,,,null_coordinates
JG678391,2020-10-19 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,False,10,,,null_coordinates
JF395720,2021-03-30 18:13:20,BATTERY,BATTERY - DETAIL,STREET,False,5,,,null_coordinates
JF814357,2023-06-14 21:33:35,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,APARTMENT,False,17,,,null_coordinates
JE756244,2021-02-13 02:25:13,ROBBERY,ROBBERY - DETAIL,  RESIDENCE  ,False,8,,,null_coordinates
JG406733,2021-01-04 00:00:00,ASSAULT,ASSAULT - DETAIL,PARKING LOT/GARAGE,False,18,,,null_coordinates
JG498169,2021-08-28 02:52:38,THEFT,THEFT - DETAIL,APARTMENT,False,10,,,null_coordinates
JD813761,2022-09-23 00:00:00,NARCOTICS,NARCOTICS - DETAIL,RESTAURANT,False,17,,,null_coordinates
JG974955,2020-02-25 00:00:00,THEFT,THEFT - DETAIL,STREET,False,17,,,null_coordinates
JG687569,2020-06-19 09:43:25,BURGLARY,BURGLARY - DETAIL,APARTMENT,True,9,,,null_coordinates
JD983950,2022-09-28 00:00:00,BATTERY,BATTERY - DETAIL,BANK,True,4,,,null_coordinates
JH538369,2024-06-05 13:38:38,ASSAULT,ASSAULT - DETAIL,RESTAURANT,False,18,,,null_coordinates
JC147486,2023-10-19 17:54:38,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,False,15,,,null_coordinates
JG998072,2022-08-17 10:55:01,ASSAULT,ASSAULT - DETAIL,RESTAURANT,False,21,,,null_coordinates
JF987808,2022-05-25 19:21:50,ASSAULT,ASSAULT - DETAIL,BANK,False,9,,,null_coordinates
JH421505,2022-04-03 00:00:00,ASSAULT,ASSAULT - DETAIL,ALLEY,False,5,,,null_coordinates
JC185578,2020-04-09 00:00:00,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,CTA PLATFORM,False,,,,null_coordinates
JC298942,2020-11-01 16:39:19,BURGLARY,BURGLARY - DETAIL,SIDEWALK,False,11,,,null_coordinates
JH979339,2023-07-19 10:09:49,HOMICIDE,HOMICIDE - DETAIL,GROCERY/FOOD STORE,False,12,,,null_coordinates
JC320824,2020-08-14 04:05:18,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,8,,,null_coordinates
JE570102,2020-01-21 00:00:00,BATTERY,BATTERY - DETAIL,SIDEWALK,False,21,,,null_coordinates
JH986530,2021-02-03 19:34:26,BURGLARY,BURGLARY - DETAIL,CTA PLATFORM,False,9,,,null_coordinates
JE758873,2021-04-10 21:32:12,THEFT,THEFT - DETAIL,  SIDEWALK  ,False,4,,,null_coordinates
JG986796,2022-08-01 15:55:39,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,ALLEY,False,12,,,null_coordinates
JG486429,2022-01-16 00:00:00,NARCOTICS,NARCOTICS - DETAIL,PARKING LOT/GARAGE,False,16,,,null_coordinates
JC664372,2021-01-26 15:27:00,ASSAULT,ASSAULT - DETAIL,GAS STATION,False,5,,,null_coordinates
JG882569,2021-11-04 07:00:22,ASSAULT,ASSAULT - DETAIL,ALLEY,False,24,,,null_coordinates
JD529916,2021-10-29 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,GROCERY/FOOD STORE,False,4,,,null_coordinates
JG823358,2022-09-13 23:52:09,BURGLARY,BURGLARY - DETAIL,GAS STATION,False,18,,,null_coordinates
JC458048,2024-12-22 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  ALLEY  ,False,8,,,null_coordinates
JF871102,2022-09-01 00:00:00,ASSAULT,ASSAULT - DETAIL,SIDEWALK,False,2,,,null_coordinates
JF772582,2022-11-18 22:45:06,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,False,16,,,null_coordinates
JH813831,2020-09-13 00:00:00,THEFT,THEFT - DETAIL,BANK,False,12,,,null_coordinates
JC368486,2020-04-27 20:53:38,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,CTA PLATFORM,False,5,,,null_coordinates
JF391707,2024-04-12 07:30:50,BURGLARY,BURGLARY - DETAIL,BANK,False,24,,,null_coordinates
JC217122,2021-02-21 00:00:00,ASSAULT,ASSAULT - DETAIL,SIDEWALK,False,20,,,null_coordinates
JH302422,2022-03-21 22:33:11,BURGLARY,BURGLARY - DETAIL,GAS STATION,False,12,,,null_coordinates
JD549133,2023-06-19 07:34:46,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESIDENCE,False,20,,,null_coordinates
JH755236,2023-02-26 09:59:16,NARCOTICS,NARCOTICS - DETAIL,RESIDENCE,False,10,,,null_coordinates
JH802431,2020-11-19 08:34:14,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,PARK,False,10,,,null_coordinates
JE122161,2024-05-13 00:00:00,BATTERY,BATTERY - DETAIL,RESTAURANT,False,17,,,null_coordinates
JG753805,2022-01-21 07:37:03,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,17,,,null_coordinates
JG740468,2022-05-22 17:37:05,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,False,14,,,null_coordinates
JH728676,2020-01-01 00:00:00,BATTERY,BATTERY - DETAIL,CTA PLATFORM,True,25,,,null_coordinates
JE375951,2021-08-17 06:26:08,ROBBERY,ROBBERY - DETAIL,PARK,False,4,,,null_coordinates
JC465825,2022-08-20 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,PARK,False,16,,,null_coordinates
JH553217,2023-06-04 21:52:58,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,False,6,,,null_coordinates
JG261672,2022-10-02 14:20:35,OTHER OFFENSE,OTHER OFFENSE - DETAIL,CTA PLATFORM,False,18,,,null_coordinates
JF684711,2024-04-15 09:19:32,BATTERY,BATTERY - DETAIL,SIDEWALK,False,25,,,null_coordinates
JH854456,2020-01-13 09:31:39,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARK,False,7,,,null_coordinates
JG758304,2022-08-26 00:00:00,BATTERY,BATTERY - DETAIL,STREET,True,17,,,null_coordinates
JG156319,2021-02-18 19:25:14,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  BANK  ,False,3,,,null_coordinates
JF816999,2023-10-22 12:37:00,ASSAULT,ASSAULT - DETAIL,  STREET  ,True,2,,,null_coordinates
JC735777,2024-08-27 02:51:41,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,True,15,,,null_coordinates
JF391421,2021-03-24 05:08:11,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,019,,,null_coordinates
JD635850,2023-10-22 19:41:15,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  SIDEWALK  ,False,99,,,null_coordinates
JD634983,2024-06-21 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  STREET  ,False,23,,,null_coordinates
JF996564,2020-11-24 06:28:05,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,ALLEY,True,99,,,null_coordinates
JE564638,2021-08-17 01:52:26,ROBBERY,ROBBERY - DETAIL,RESIDENCE,False,3,,,null_coordinates
JF725798,2022-01-23 06:27:54,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,ALLEY,False,99,,,null_coordinates
JD395382,2021-06-04 23:29:40,NARCOTICS,NARCOTICS - DETAIL,STREET,False,14,,,null_coordinates
JF507763,2021-12-15 00:00:00,THEFT,THEFT - DETAIL,SIDEWALK,False,5,,,null_coordinates
JE582546,2021-03-29 02:34:13,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,False,2,,,null_coordinates
JG487321,2023-08-21 13:18:55,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,8,,,null_coordinates
JE828137,2024-01-01 03:33:22,THEFT,THEFT - DETAIL,BANK,True,10,,,null_coordinates
JE796339,2021-11-16 18:23:58,ASSAULT,ASSAULT - DETAIL,APARTMENT,False,3A,,,null_coordinates
JD583575,2023-07-05 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  RESTAURANT  ,False,13,,,null_coordinates
JF196757,2023-12-20 00:30:22,ASSAULT,ASSAULT - DETAIL,  PARK  ,False,25,,,null_coordinates
JH344546,2021-09-30 11:42:18,OTHER OFFENSE,OTHER OFFENSE - DETAIL,GROCERY/FOOD STORE,False,22,,,null_coordinates
JE839920,2020-05-18 14:20:10,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESTAURANT,False,12,,,null_coordinates
JH323424,2020-10-07 23:25:46,THEFT,THEFT - DETAIL,  RESIDENCE  ,True,22,,,null_coordinates
JF974321,2023-01-02 06:10:41,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,9,,,null_coordinates
JC604442,2021-10-07 00:00:00,ROBBERY,ROBBERY - DETAIL,GAS STATION,True,10,,,null_coordinates
JE187479,2021-01-24 04:43:59,OTHER OFFENSE,OTHER OFFENSE - DETAIL,CTA PLATFORM,False,13,,,null_coordinates
JH522429,2022-12-16 19:52:37,THEFT,THEFT - DETAIL,APARTMENT,False,20,,,null_coordinates
JH187514,2020-05-04 05:53:24,BURGLARY,BURGLARY - DETAIL,  BANK  ,True,3,,,null_coordinates
JE699968,2024-11-06 00:11:03,BATTERY,BATTERY - DETAIL,BANK,True,16,,,null_coordinates
JH152098,2021-06-22 07:54:19,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,  STREET  ,False,20,,,null_coordinates
JG494289,2020-03-24 08:03:35,ASSAULT,ASSAULT - DETAIL,PARKING LOT/GARAGE,False,21,,,null_coordinates
JD897003,2020-01-11 00:00:00,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,True,14A,,,null_coordinates
JG211037,2020-01-14 01:48:15,ASSAULT,ASSAULT - DETAIL,PARKING LOT/GARAGE,False,9,,,null_coordinates
JE414687,2023-07-28 00:00:00,BATTERY,BATTERY - DETAIL,STREET,False,10,,,null_coordinates
JH803766,2022-05-05 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,GROCERY/FOOD STORE,False,2,,,null_coordinates
JC789885,2024-12-29 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,RESTAURANT,False,16,,,null_coordinates
JD629435,2023-04-20 00:00:00,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,19,,,null_coordinates
JF105848,2020-12-21 05:28:13,ASSAULT,ASSAULT - DETAIL,RESIDENCE,False,15,,,null_coordinates
JE550021,2023-12-04 21:52:52,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,25,,,null_coordinates
JH477432,2020-05-15 12:19:27,ASSAULT,ASSAULT - DETAIL,BANK,False,14,,,null_coordinates
JE130719,2022-08-27 05:43:32,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,False,12,,,null_coordinates
JF413936,2020-08-24 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,RESTAURANT,False,5,,,null_coordinates
JG266136,2023-05-30 00:00:00,ASSAULT,ASSAULT - DETAIL,CTA PLATFORM,False,5,,,null_coordinates
JC608849,2023-06-30 00:00:00,ASSAULT,ASSAULT - DETAIL,PARK,False,7,,,null_coordinates
JE462065,2024-04-28 09:17:37,ROBBERY,ROBBERY - DETAIL,ALLEY,False,13,,,null_coordinates
JF803775,2024-04-07 07:15:20,NARCOTICS,NARCOTICS - DETAIL,ALLEY,False,3,,,null_coordinates
JH200701,2021-10-14 03:12:28,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,5,,,null_coordinates
JD140354,2022-07-30 00:00:00,THEFT,THEFT - DETAIL,SIDEWALK,True,6,,,null_coordinates
JG749126,2022-12-13 00:00:00,ASSAULT,ASSAULT - DETAIL,GAS STATION,True,10,,,null_coordinates
JG752998,2024-08-14 19:37:56,ROBBERY,ROBBERY - DETAIL,PARK,False,7,,,null_coordinates
JH497184,2024-04-03 13:31:05,THEFT,THEFT - DETAIL,GAS STATION,False,14,,,null_coordinates
JH638372,2022-09-12 01:35:34,BATTERY,BATTERY - DETAIL,STREET,False,18,,,null_coordinates
JF948701,2021-11-10 13:44:27,OTHER OFFENSE,OTHER OFFENSE - DETAIL,ALLEY,False,23,,,null_coordinates
JE748889,2021-08-18 04:53:24,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,True,11,,,null_coordinates
JG640304,2024-07-04 14:21:34,ROBBERY,ROBBERY - DETAIL,SIDEWALK,False,6,,,null_coordinates
JE390091,2020-06-12 00:00:00,THEFT,THEFT - DETAIL,ALLEY,False,6,,,null_coordinates
JD659606,2022-02-18 00:00:00,BATTERY,BATTERY - DETAIL,GAS STATION,False,11,,,null_coordinates
JE267568,2024-09-21 15:32:47,ASSAULT,ASSAULT - DETAIL,GROCERY/FOOD STORE,False,1A,,,null_coordinates
JE436217,2021-04-30 00:00:00,ROBBERY,ROBBERY - DETAIL,APARTMENT,False,6,,,null_coordinates
JE753455,2023-12-04 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,GAS STATION,False,19,,,null_coordinates
JH422391,2022-06-27 20:36:33,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,PARKING LOT/GARAGE,False,18,,,null_coordinates
JG264627,2021-05-21 16:21:13,ROBBERY,ROBBERY - DETAIL,GROCERY/FOOD STORE,False,2,,,null_coordinates
JG192057,2020-08-25 05:57:54,ASSAULT,ASSAULT - DETAIL,GROCERY/FOOD STORE,False,6,,,null_coordinates
JG885024,2021-08-13 13:43:47,BATTERY,BATTERY - DETAIL,ALLEY,False,1,,,null_coordinates
JG206774,2024-10-22 00:00:00,NARCOTICS,NARCOTICS - DETAIL,APARTMENT,False,9,,,null_coordinates
JF326774,2020-12-30 18:07:33,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,SIDEWALK,False,013,,,null_coordinates
JG969728,2022-05-20 00:00:00,ROBBERY,ROBBERY - DETAIL,GAS STATION,False,14,,,null_coordinates
JC986380,2023-10-14 00:00:00,THEFT,THEFT - DETAIL,RESTAURANT,False,22,,,null_coordinates
JG298907,2020-05-21 18:53:45,BATTERY,BATTERY - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,15,,,null_coordinates
JD304429,2024-08-02 00:00:00,THEFT,THEFT - DETAIL,CTA PLATFORM,False,13,,,null_coordinates
JE789739,2022-07-30 23:13:05,THEFT,THEFT - DETAIL,CTA PLATFORM,False,16,,,null_coordinates
JD344014,2020-09-24 00:00:00,BURGLARY,BURGLARY - DETAIL,BANK,False,1,,,null_coordinates
JE234980,2021-08-10 10:29:41,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,RESIDENCE,False,15,,,null_coordinates
JD895765,2024-07-09 01:54:31,BATTERY,BATTERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,23,,,null_coordinates
JF208679,2022-12-03 00:00:00,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,False,13,,,null_coordinates
JG599784,2021-10-27 07:22:24,ASSAULT,ASSAULT - DETAIL,RESIDENCE,True,20,,,null_coordinates
JF299132,2020-11-12 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,CTA PLATFORM,False,2,,,null_coordinates
JH624272,2020-01-16 00:00:00,THEFT,THEFT - DETAIL,APARTMENT,False,16,,,null_coordinates
JE114440,2023-10-20 00:00:00,ROBBERY,ROBBERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,21,,,null_coordinates
JG862222,2022-05-03 11:18:49,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,25,,,null_coordinates
JD379193,2024-12-02 11:26:14,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,SIDEWALK,True,10,,,null_coordinates
JE747811,2023-11-19 00:00:00,ASSAULT,ASSAULT - DETAIL,  GROCERY/FOOD STORE  ,False,6,,,null_coordinates
JG860666,2022-05-21 01:09:43,THEFT,THEFT - DETAIL,RESTAURANT,False,11,,,null_coordinates
JG665377,2024-06-23 05:51:50,BURGLARY,BURGLARY - DETAIL,ALLEY,False,023,,,null_coordinates
JD628853,2022-07-28 19:55:43,ASSAULT,ASSAULT - DETAIL,  SIDEWALK  ,False,17,,,null_coordinates
JD535182,2021-02-22 00:00:00,THEFT,THEFT - DETAIL,STREET,True,6,,,null_coordinates
JH124247,2021-09-28 00:00:00,THEFT,THEFT - DETAIL,  RESIDENCE  ,False,8,,,null_coordinates
JF383220,2024-02-20 22:17:34,STALKING,STALKING - DETAIL,  ALLEY  ,False,16,,,null_coordinates
JE653519,2024-01-30 14:11:42,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,BANK,False,2,,,null_coordinates
JE585725,2020-10-20 00:00:00,NARCOTICS,NARCOTICS - DETAIL,SIDEWALK,False,7,,,null_coordinates
JG145792,2020-09-25 15:05:26,BATTERY,BATTERY - DETAIL,GAS STATION,False,,,,null_coordinates
JE203696,2022-05-29 00:00:00,THEFT,THEFT - DETAIL,RESIDENCE,False,23,,,null_coordinates
JF746078,2024-09-17 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,CTA PLATFORM,False,4,,,null_coordinates
JH295785,2021-08-12 06:52:49,THEFT,THEFT - DETAIL,GAS STATION,False,1,,,null_coordinates
JE694088,2021-01-22 00:00:00,ASSAULT,ASSAULT - DETAIL,  PARKING LOT/GARAGE  ,False,11,,,null_coordinates
JC381821,2022-01-03 20:35:45,BURGLARY,BURGLARY - DETAIL,PARKING LOT/GARAGE,False,1,,,null_coordinates
JH491660,2024-02-25 17:19:34,THEFT,THEFT - DETAIL,RESIDENCE,False,6,,,null_coordinates
JG100974,2023-01-17 00:00:00,ASSAULT,ASSAULT - DETAIL,STREET,False,4,,,null_coordinates
JE988528,2022-04-16 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,GAS STATION,False,8,,,null_coordinates
JC492176,2022-04-29 02:47:14,THEFT,THEFT - DETAIL,BANK,False,11,,,null_coordinates
JD358052,2023-07-26 14:32:23,BURGLARY,BURGLARY - DETAIL,BANK,False,10,,,null_coordinates
JD240403,2024-05-28 09:54:41,THEFT,THEFT - DETAIL,GAS STATION,False,15,,,null_coordinates
JH854315,2023-05-27 00:00:00,BURGLARY,BURGLARY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,1,,,null_coordinates
JG750490,2023-07-30 21:00:31,BATTERY,BATTERY - DETAIL,  GAS STATION  ,False,20,,,null_coordinates
JD911129,2021-02-12 18:03:55,THEFT,THEFT - DETAIL,BANK,False,1,,,null_coordinates
JH686192,2020-12-22 16:52:04,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,False,25,,,null_coordinates
JC273060,2020-09-26 16:57:32,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,False,17,,,null_coordinates
JF169235,2021-10-29 00:00:00,ROBBERY,ROBBERY - DETAIL,GAS STATION,False,2,,,null_coordinates
JE234927,2022-02-13 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESTAURANT,False,24,,,null_coordinates
JH472764,2023-03-14 15:09:12,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,False,14,,,null_coordinates
JE101850,2023-07-17 09:40:39,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARK,False,5,,,null_coordinates
JG497310,2021-12-19 08:55:30,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,SIDEWALK,False,99,,,null_coordinates
JD254546,2020-02-06 19:38:37,BURGLARY,BURGLARY - DETAIL,BANK,False,11,,,null_coordinates
JD590102,2023-11-19 17:49:13,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,STREET,False,16,,,null_coordinates
JE878490,2024-01-23 22:56:35,ROBBERY,ROBBERY - DETAIL,  PARK  ,False,16,,,null_coordinates
JD863609,2022-12-12 00:00:00,NARCOTICS,NARCOTICS - DETAIL,ALLEY,False,25,,,null_coordinates
JC711974,2020-08-26 12:02:26,THEFT,THEFT - DETAIL,RESIDENCE,False,24,,,null_coordinates
JF904483,2020-02-11 02:41:53,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,BANK,False,14,,,null_coordinates
JH260350,2020-04-10 05:51:15,BURGLARY,BURGLARY - DETAIL,PARK,False,18,,,null_coordinates
JC155130,2022-02-21 18:18:03,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,APARTMENT,False,23,,,null_coordinates
JD988891,2021-12-25 02:53:39,OTHER OFFENSE,OTHER OFFENSE - DETAIL,PARKING LOT/GARAGE,True,25,,,null_coordinates
JG390571,2022-12-06 00:00:00,BATTERY,BATTERY - DETAIL,  PARK  ,True,6,,,null_coordinates
JD618133,2024-08-25 19:31:27,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  PARKING LOT/GARAGE  ,False,16,,,null_coordinates
JE478658,2023-12-19 00:00:00,THEFT,THEFT - DETAIL,STREET,False,4,,,null_coordinates
JF350302,2021-11-22 00:00:00,THEFT,THEFT - DETAIL,STREET,False,23,,,null_coordinates
JC802886,2020-10-24 00:00:00,THEFT,THEFT - DETAIL,  BANK  ,True,25,,,null_coordinates
JF637642,2024-02-01 18:02:41,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,APARTMENT,False,14,,,null_coordinates
JH912340,2022-05-03 00:00:00,BURGLARY,BURGLARY - DETAIL,PARK,True,1,,,null_coordinates
JH640663,2024-07-29 13:33:36,BURGLARY,BURGLARY - DETAIL,RESTAURANT,False,3,,,null_coordinates
JG271461,2023-01-30 04:50:01,THEFT,THEFT - DETAIL,RESTAURANT,False,6,,,null_coordinates
JF868504,2023-03-22 23:18:51,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,False,2,,,null_coordinates
JD414348,2020-09-06 02:38:17,BATTERY,BATTERY - DETAIL,  GAS STATION  ,False,3,,,null_coordinates
JD691905,2020-05-23 13:35:07,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,APARTMENT,False,2,,,null_coordinates
JD503034,2021-04-21 00:00:00,ASSAULT,ASSAULT - DETAIL,CTA PLATFORM,False,6,,,null_coordinates
JF679719,2024-09-05 00:00:00,BATTERY,BATTERY - DETAIL,RESTAURANT,False,09,,,null_coordinates
JG106650,2023-02-13 07:27:43,BATTERY,BATTERY - DETAIL,STREET,False,24,,,null_coordinates
JD534140,2024-02-23 13:47:26,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,99,,,null_coordinates
JC447511,2020-03-01 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,22,,,null_coordinates
JF466555,2021-04-29 22:49:31,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,BANK,False,1,,,null_coordinates
JH236923,2021-09-06 13:08:09,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,False,2,,,null_coordinates
JG968925,2024-02-05 00:00:00,BATTERY,BATTERY - DETAIL,ALLEY,False,17,,,null_coordinates
JH934876,2021-07-22 07:39:40,ROBBERY,ROBBERY - DETAIL,PARK,False,17,,,null_coordinates
JE851179,2021-03-30 09:26:46,BATTERY,BATTERY - DETAIL,CTA PLATFORM,True,25A,,,null_coordinates
JD490111,2021-07-16 00:00:00,ROBBERY,ROBBERY - DETAIL,RESTAURANT,False,11,,,null_coordinates
JG583852,2024-06-22 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,False,12,,,null_coordinates
JE552807,2024-07-22 12:59:04,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  APARTMENT  ,False,20,,,null_coordinates
JE676196,2021-11-21 21:57:35,THEFT,THEFT - DETAIL,APARTMENT,False,,,,null_coordinates
JC540602,2021-03-04 00:00:00,ROBBERY,ROBBERY - DETAIL,  RESIDENCE  ,False,2,,,null_coordinates
JH990778,2023-06-03 00:00:00,NARCOTICS,NARCOTICS - DETAIL,  GROCERY/FOOD STORE  ,False,17,,,null_coordinates
JF368398,2020-07-10 00:00:00,ASSAULT,ASSAULT - DETAIL,BANK,False,24,,,null_coordinates
JE917201,2021-10-28 05:25:28,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,APARTMENT,True,6,,,null_coordinates
JE440213,2020-07-25 13:49:17,BATTERY,BATTERY - DETAIL,ALLEY,False,18,,,null_coordinates
JH901864,2020-05-24 07:45:17,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  RESTAURANT  ,False,17,,,null_coordinates
JE661723,2022-06-27 01:06:27,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,APARTMENT,False,4,,,null_coordinates
JF660683,2023-04-26 12:19:31,THEFT,THEFT - DETAIL,BANK,False,016,,,null_coordinates
JF408046,2021-09-11 00:00:00,BATTERY,BATTERY - DETAIL,ALLEY,True,020,,,null_coordinates
JH423575,2021-04-12 09:19:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,PARKING LOT/GARAGE,False,11,,,null_coordinates
JC773773,2023-05-21 19:04:14,ROBBERY,ROBBERY - DETAIL,GAS STATION,False,7,,,null_coordinates
JG158653,2022-03-25 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,PARK,False,012,,,null_coordinates
JF796160,2023-02-20 00:00:00,BATTERY,BATTERY - DETAIL,APARTMENT,False,9,,,null_coordinates
JD969980,2021-01-02 07:52:51,THEFT,THEFT - DETAIL,ALLEY,True,6,,,null_coordinates
JC168063,2023-07-21 17:21:07,THEFT,THEFT - DETAIL,  PARK  ,False,5,,,null_coordinates
JC197646,2020-01-04 13:00:43,BATTERY,BATTERY - DETAIL,RESIDENCE,False,11,,,null_coordinates
JE122134,2024-08-17 14:12:46,BATTERY,BATTERY - DETAIL,RESTAURANT,False,10,,,null_coordinates
JC391825,2023-10-22 19:37:29,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,False,7,,,null_coordinates
JE684182,2024-02-11 06:03:10,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  APARTMENT  ,False,17,,,null_coordinates
JD644083,2021-12-05 00:00:00,BATTERY,BATTERY - DETAIL,ALLEY,False,10,,,null_coordinates
JH285219,2022-09-21 21:35:20,NARCOTICS,NARCOTICS - DETAIL,GROCERY/FOOD STORE,False,13,,,null_coordinates
JE739653,2023-02-01 15:36:14,BURGLARY,BURGLARY - DETAIL,  GROCERY/FOOD STORE  ,False,15,,,null_coordinates
JG181062,2021-09-06 20:21:19,BATTERY,BATTERY - DETAIL,  ALLEY  ,False,17,,,null_coordinates
